Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
540126,21110,LARGE CAKE TOWEL PINK SPOTS,48,2011-01-05 10:45:00,1.95,13798.0,United Kingdom
541127,22179,SET 10 LIGHTS NIGHT OWL,1,2011-01-14 10:11:00,13.29,,United Kingdom
540640,22354,RETROSPOT PADDED SEAT CUSHION,4,2011-01-10 12:36:00,3.75,14527.0,United Kingdom
542741,85214,TUB 24 PINK FLOWER PEGS,2,2011-01-31 16:02:00,1.65,17375.0,United Kingdom
540481,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-01-07 15:42:00,5.45,16955.0,United Kingdom
541827,22629,SPACEBOY LUNCH BOX ,1,2011-01-21 17:05:00,4.13,,United Kingdom
540995,85169A,IVORY LOVE BIRD CANDLE,17,2011-01-13 09:30:00,0.83,,United Kingdom
541575,21754,HOME BUILDING BLOCK WORD,2,2011-01-19 13:21:00,5.95,15311.0,United Kingdom
540352,21043,APRON MODERN VINTAGE COTTON,2,2011-01-06 14:27:00,4.21,,United Kingdom
542541,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-01-28 14:25:00,20.79,,United Kingdom
541709,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-01-21 11:09:00,2.95,17504.0,United Kingdom
541919,22470,HEART OF WICKER LARGE,6,2011-01-24 11:35:00,2.95,14334.0,United Kingdom
541289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-17 13:23:00,2.95,14606.0,United Kingdom
542542,21115,ROSE CARAVAN DOORSTOP,4,2011-01-28 14:37:00,6.75,12431.0,Australia
541249,21181,PLEASE ONE PERSON METAL SIGN,2,2011-01-16 13:18:00,2.1,13700.0,United Kingdom
541969,21175,GIN + TONIC DIET METAL SIGN,1,2011-01-24 13:46:00,4.13,,United Kingdom
540278,22931,BAKING MOULD HEART WHITE CHOCOLATE,2,2011-01-06 12:31:00,2.55,15719.0,United Kingdom
541711,22449,SILK PURSE BABUSHKA PINK,12,2011-01-21 11:18:00,3.35,14646.0,Netherlands
542255,22311,OFFICE MUG WARMER BLACK+SILVER ,1,2011-01-26 16:43:00,5.79,,United Kingdom
540681,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,1,2011-01-10 16:25:00,5.09,,United Kingdom
541421,22731,3D CHRISTMAS STAMPS STICKERS ,1,2011-01-17 17:44:00,2.46,,United Kingdom
541683,21830,ASSORTED CREEPY CRAWLIES,48,2011-01-20 15:01:00,0.42,14085.0,United Kingdom
541485,22151,PLACE SETTING WHITE HEART,2,2011-01-18 13:05:00,0.42,18118.0,United Kingdom
540551,90023,FILIGREE DIAMANTE EARRINGS,1,2011-01-10 09:43:00,4.24,,United Kingdom
541576,22897,OVEN MITT APPLES DESIGN,2,2011-01-19 13:32:00,1.45,17097.0,Spain
541695,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,2011-01-20 18:01:00,3.29,,United Kingdom
541684,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2011-01-20 15:22:00,3.95,15498.0,United Kingdom
540418,22222,CAKE PLATE LOVEBIRD WHITE,7,2011-01-07 11:04:00,4.21,,United Kingdom
541421,21110,LARGE CAKE TOWEL PINK SPOTS,5,2011-01-17 17:44:00,4.13,,United Kingdom
542717,22249,DECORATION WHITE CHICK MAGIC GARDEN,1,2011-01-31 14:07:00,0.85,17580.0,United Kingdom
540187,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-01-05 13:53:00,7.95,15358.0,United Kingdom
541588,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-19 14:43:00,2.55,14307.0,United Kingdom
541946,22921,HERB MARKER CHIVES ,12,2011-01-24 11:50:00,0.65,17591.0,United Kingdom
541575,20675,BLUE POLKADOT BOWL,8,2011-01-19 13:21:00,1.25,15311.0,United Kingdom
541115,22444,GROW YOUR OWN PLANT IN A CAN ,24,2011-01-13 15:34:00,1.25,12578.0,Italy
540095,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-04 15:40:00,12.75,14553.0,United Kingdom
540372,21446,12 RED ROSE PEG PLACE SETTINGS,12,2011-01-06 16:41:00,1.25,13081.0,United Kingdom
541878,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2011-01-24 10:28:00,5.79,,United Kingdom
541602,22781,GUMBALL MAGAZINE RACK,1,2011-01-19 17:17:00,7.65,17231.0,United Kingdom
541695,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",2,2011-01-20 18:01:00,10.79,,United Kingdom
541592,70006,LOVE HEART POCKET WARMER,2,2011-01-19 15:08:00,1.63,,United Kingdom
541866,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2011-01-24 09:25:00,2.55,16477.0,United Kingdom
540458,21155,RED RETROSPOT PEG BAG,6,2011-01-07 12:28:00,2.1,12501.0,Germany
541481,22702,BLACK AND WHITE CAT BOWL,24,2011-01-18 12:09:00,0.65,14696.0,United Kingdom
540464,22224,WHITE LOVEBIRD LANTERN,6,2011-01-07 13:17:00,2.55,14298.0,United Kingdom
541830,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-01-21 17:09:00,0.83,,United Kingdom
540990,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-01-12 16:51:00,9.95,17048.0,United Kingdom
541684,22744,MAKE YOUR OWN MONSOON CARD KIT,1,2011-01-20 15:22:00,2.95,15498.0,United Kingdom
540268,20801,LARGE PINK GLASS SUNDAE DISH,16,2011-01-06 11:25:00,0.75,13458.0,United Kingdom
540260,22471,TV DINNER TRAY AIR HOSTESS ,3,2011-01-06 09:40:00,4.95,13097.0,United Kingdom
542633,22377,BOTTLE BAG RETROSPOT ,3,2011-01-31 10:31:00,4.13,,United Kingdom
542272,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,16,2011-01-27 09:42:00,0.85,16496.0,United Kingdom
541692,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,2011-01-20 16:59:00,1.25,,United Kingdom
540821,21194,PINK  HONEYCOMB PAPER FAN,2,2011-01-11 13:16:00,1.66,,United Kingdom
541430,21527,RED RETROSPOT TRADITIONAL TEAPOT ,12,2011-01-18 09:50:00,6.95,12356.0,Portugal
540977,21222,SET/4 BADGES BEETLES,3,2011-01-12 15:01:00,0.85,,United Kingdom
542393,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2011-01-27 15:02:00,2.95,18125.0,United Kingdom
540179,22960,JAM MAKING SET WITH JARS,1,2011-01-05 12:54:00,4.25,16033.0,United Kingdom
540644,21164,HOME SWEET HOME METAL SIGN ,12,2011-01-10 14:16:00,2.95,16303.0,United Kingdom
541830,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-01-21 17:09:00,15.79,,United Kingdom
541709,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2011-01-21 11:09:00,1.49,17504.0,United Kingdom
542536,22110,BIRD HOUSE HOT WATER BOTTLE,1,2011-01-28 13:37:00,7.46,,United Kingdom
540356,22737,RIBBON REEL CHRISTMAS PRESENT ,1,2011-01-06 15:12:00,2.51,,United Kingdom
C542424,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-01-28 09:18:00,2.95,18075.0,United Kingdom
541216,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2011-01-14 13:52:00,1.45,15311.0,United Kingdom
540267,22077,6 RIBBONS RUSTIC CHARM,144,2011-01-06 11:12:00,1.45,12415.0,Australia
541696,20725,LUNCH BAG RED RETROSPOT,1,2011-01-20 18:08:00,4.13,,United Kingdom
541848,22973,CHILDREN'S CIRCUS PARADE MUG,6,2011-01-23 13:31:00,1.65,17611.0,United Kingdom
540768,22956,36 FOIL HEART CAKE CASES,48,2011-01-11 10:38:00,1.85,17428.0,United Kingdom
541523,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,2011-01-19 10:09:00,2.55,17708.0,United Kingdom
C540390,22701,PINK DOG BOWL,-2,2011-01-06 18:01:00,2.95,16191.0,United Kingdom
540992,21327,SKULLS WRITING SET ,3,2011-01-12 16:57:00,1.65,17364.0,United Kingdom
540418,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1,2011-01-07 11:04:00,1.66,,United Kingdom
540915,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-01-12 12:00:00,1.25,13267.0,United Kingdom
542678,20966,SANDWICH BATH SPONGE,1,2011-01-31 12:21:00,1.25,14688.0,United Kingdom
540372,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,6,2011-01-06 16:41:00,2.55,13081.0,United Kingdom
542106,21916,SET 12 RETRO WHITE CHALK STICKS,24,2011-01-25 13:37:00,0.42,12709.0,Germany
541133,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-01-14 10:17:00,10.79,,United Kingdom
540848,20868,SILVER FABRIC MIRROR,1,2011-01-12 09:26:00,0.85,,United Kingdom
541827,22325,MOBILE VINTAGE HEARTS ,1,2011-01-21 17:05:00,3.29,,United Kingdom
541588,22045,SPACEBOY GIFT WRAP,25,2011-01-19 14:43:00,0.42,14307.0,United Kingdom
540525,21936,RED RETROSPOT PICNIC BAG,5,2011-01-09 13:02:00,2.95,16833.0,United Kingdom
540180,22163,HEART STRING MEMO HOLDER HANGING,1,2011-01-05 13:05:00,2.95,15984.0,United Kingdom
542728,21231,SWEETHEART CERAMIC TRINKET BOX,72,2011-01-31 15:11:00,1.06,14006.0,United Kingdom
540848,21328,BALLOONS  WRITING SET ,1,2011-01-12 09:26:00,3.36,,United Kingdom
540533,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-01-09 14:12:00,7.95,15005.0,United Kingdom
541970,22974,CHILDRENS DOLLY GIRL MUG,12,2011-01-24 13:48:00,1.65,15179.0,United Kingdom
541219,22343,PARTY PIZZA DISH RED RETROSPOT,6,2011-01-14 14:06:00,0.42,,United Kingdom
541695,21557,SET OF 6 FUNKY BEAKERS,1,2011-01-20 18:01:00,2.46,,United Kingdom
541789,82484,WOOD BLACK BOARD ANT WHITE FINISH,33,2011-01-21 13:07:00,5.55,14088.0,United Kingdom
541484,21584,RETROSPOT SMALL TUBE MATCHES,3,2011-01-18 12:46:00,1.65,16814.0,United Kingdom
541696,85202,HANGING WOOD AND FELT HEART,17,2011-01-20 18:08:00,0.42,,United Kingdom
541999,22246,MAGIC GARDEN FELT GARLAND ,1,2011-01-25 10:45:00,4.13,,United Kingdom
541569,22432,WATERING CAN PINK BUNNY,12,2011-01-19 12:14:00,1.95,13520.0,Switzerland
541671,22904,CALENDAR PAPER CUT DESIGN,6,2011-01-20 13:01:00,2.95,14735.0,United Kingdom
542664,22282,12 EGG HOUSE PAINTED WOOD,1,2011-01-31 12:14:00,24.96,,United Kingdom
541424,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2011-01-17 17:57:00,2.46,,United Kingdom
540551,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2011-01-10 09:43:00,5.06,,United Kingdom
540372,21619,4 VANILLA BOTANICAL CANDLES,12,2011-01-06 16:41:00,1.25,13081.0,United Kingdom
540493,85180B,PINK HEARTS LIGHT CHAIN ,12,2011-01-07 16:34:00,1.25,14867.0,United Kingdom
540947,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,2011-01-12 12:43:00,1.45,15939.0,United Kingdom
542355,20685,DOORMAT RED RETROSPOT,10,2011-01-27 12:23:00,6.75,14970.0,United Kingdom
541971,22185,SLATE TILE NATURAL HANGING,1,2011-01-24 13:48:00,3.29,,United Kingdom
541422,84509E,SET OF 4 CAROUSEL PLACEMATS ,2,2011-01-17 17:48:00,3.29,,United Kingdom
540015,22711,WRAP CIRCUS PARADE,25,2011-01-04 11:40:00,0.42,13319.0,United Kingdom
541827,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,2011-01-21 17:05:00,5.79,,United Kingdom
541115,21787,RAIN PONCHO RETROSPOT,24,2011-01-13 15:34:00,0.85,12578.0,Italy
540524,22488,NATURAL SLATE RECTANGLE CHALKBOARD,6,2011-01-09 12:53:00,1.65,16735.0,United Kingdom
540468,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,1,2011-01-07 13:55:00,2.51,,United Kingdom
541842,21231,SWEETHEART CERAMIC TRINKET BOX,4,2011-01-23 12:07:00,1.25,16085.0,United Kingdom
542708,22935,BAKING MOULD ROSE MILK CHOCOLATE,24,2011-01-31 13:07:00,3.25,17621.0,United Kingdom
540468,20652,BLUE POLKADOT LUGGAGE TAG ,2,2011-01-07 13:55:00,0.85,,United Kingdom
C540846,22342,HOME GARLAND PAINTED ZINC ,-24,2011-01-11 16:59:00,0.85,13162.0,United Kingdom
541695,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-01-20 18:01:00,1.25,,United Kingdom
541508,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-01-18 16:06:00,4.96,,United Kingdom
541676,21518,BANK ACCOUNT  GREETING  CARD ,12,2011-01-20 14:01:00,0.42,15379.0,United Kingdom
541516,22817,CARD SUKI BIRTHDAY,4,2011-01-18 17:34:00,0.42,,United Kingdom
541788,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-01-21 13:05:00,0.85,13999.0,United Kingdom
542219,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-01-26 12:36:00,1.25,17735.0,United Kingdom
540033,22064,PINK DOUGHNUT TRINKET POT ,2,2011-01-04 14:12:00,1.65,13680.0,United Kingdom
540995,22502,PICNIC BASKET WICKER SMALL,3,2011-01-13 09:30:00,8.29,,United Kingdom
540352,84870C,GREEN GEISHA GIRL ,1,2011-01-06 14:27:00,2.51,,United Kingdom
540154,22962,JAM JAR WITH PINK LID,1,2011-01-05 11:30:00,1.66,,United Kingdom
542526,22667,RECIPE BOX RETROSPOT ,4,2011-01-28 12:43:00,2.95,14659.0,United Kingdom
541038,22273,FELTCRAFT DOLL MOLLY,3,2011-01-13 12:10:00,2.95,16395.0,United Kingdom
541219,22082,RIBBON REEL STRIPES DESIGN ,1,2011-01-14 14:06:00,3.29,,United Kingdom
541265,21355,TOAST ITS - I LOVE YOU ,3,2011-01-16 16:23:00,1.25,17609.0,United Kingdom
542237,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-01-26 14:30:00,0.55,12347.0,Iceland
541970,22493,PAINT YOUR OWN CANVAS SET,48,2011-01-24 13:48:00,1.45,15179.0,United Kingdom
542107,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-01-25 13:38:00,1.65,16222.0,United Kingdom
540154,22869,NUMBER TILE COTTAGE GARDEN 1,1,2011-01-05 11:30:00,4.21,,United Kingdom
542360,84970S,HANGING HEART ZINC T-LIGHT HOLDER,4,2011-01-27 12:40:00,0.85,14701.0,United Kingdom
541104,22834,HAND WARMER BABUSHKA DESIGN,10,2011-01-13 14:29:00,1.63,,United Kingdom
541592,22303,COFFEE MUG APPLES DESIGN,2,2011-01-19 15:08:00,4.96,,United Kingdom
542541,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-01-28 14:25:00,5.79,,United Kingdom
540418,20713,JUMBO BAG OWLS,4,2011-01-07 11:04:00,4.21,,United Kingdom
542231,21830,ASSORTED CREEPY CRAWLIES,24,2011-01-26 13:40:00,0.42,16714.0,United Kingdom
540681,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,1,2011-01-10 16:25:00,3.81,,United Kingdom
540148,21650,ASSORTED TUTTI FRUTTI BRACELET,48,2011-01-05 10:58:00,0.19,14189.0,United Kingdom
541855,22983,CARD BILLBOARD FONT,12,2011-01-23 14:59:00,0.42,13742.0,United Kingdom
542001,21650,ASSORTED TUTTI FRUTTI BRACELET,96,2011-01-25 10:56:00,0.19,14298.0,United Kingdom
540681,90122B,JADE CRYSTAL+GLASS BRACELET,1,2011-01-10 16:25:00,5.09,,United Kingdom
540943,20662,FIRST CLASS HOLIDAY PURSE ,1,2011-01-12 12:31:00,2.95,17841.0,United Kingdom
540185,22759,SET OF 3 NOTEBOOKS IN PARCEL,4,2011-01-05 13:40:00,1.65,14653.0,United Kingdom
540169,22625,RED KITCHEN SCALES,2,2011-01-05 12:20:00,8.5,14527.0,United Kingdom
541827,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",7,2011-01-21 17:05:00,0.83,,United Kingdom
540372,22333,RETROSPOT PARTY BAG + STICKER SET,16,2011-01-06 16:41:00,1.65,13081.0,United Kingdom
541506,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2011-01-18 16:05:00,4.96,,United Kingdom
540645,22718,CARD CAT AND TREE ,24,2011-01-10 14:20:00,0.42,14060.0,United Kingdom
540480,21579,LOLITA  DESIGN  COTTON TOTE BAG,12,2011-01-07 15:27:00,2.25,12480.0,Germany
541848,21213,PACK OF 72 SKULL CAKE CASES,24,2011-01-23 13:31:00,0.55,17611.0,United Kingdom
541423,22574,HEART WOODEN CHRISTMAS DECORATION,1,2011-01-17 17:54:00,1.63,,United Kingdom
541021,22621,TRADITIONAL KNITTING NANCY,48,2011-01-13 12:03:00,1.25,13093.0,United Kingdom
541850,22268,EASTER DECORATION SITTING BUNNY,3,2011-01-23 13:58:00,0.85,14224.0,United Kingdom
540953,22333,RETROSPOT PARTY BAG + STICKER SET,1,2011-01-12 13:16:00,1.65,14587.0,United Kingdom
540372,15034,PAPER POCKET TRAVELING FAN ,168,2011-01-06 16:41:00,0.14,13081.0,United Kingdom
542272,21915,RED  HARMONICA IN BOX ,12,2011-01-27 09:42:00,1.25,16496.0,United Kingdom
541671,22925,BLUE GIANT GARDEN THERMOMETER,6,2011-01-20 13:01:00,5.95,14735.0,United Kingdom
540856,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-01-12 10:16:00,1.25,16655.0,United Kingdom
540130,20685,DOORMAT RED RETROSPOT,10,2011-01-05 10:46:00,6.75,13798.0,United Kingdom
541219,21846,PINK DIAMANTE PEN IN GIFT BOX,32,2011-01-14 14:06:00,1.63,,United Kingdom
541497,85132A,CHARLIE + LOLA BISCUITS TINS,1,2011-01-18 15:19:00,8.29,,United Kingdom
541485,21063,PARTY INVITES JAZZ HEARTS,1,2011-01-18 13:05:00,0.85,18118.0,United Kingdom
541678,21578,WOODLAND DESIGN  COTTON TOTE BAG,1,2011-01-20 14:13:00,2.25,17771.0,United Kingdom
542105,22588,CARD HOLDER GINGHAM HEART,6,2011-01-25 13:35:00,2.55,12854.0,United Kingdom
542001,22609,PENS ASSORTED SPACEBALL,72,2011-01-25 10:56:00,0.21,14298.0,United Kingdom
541132,22625,RED KITCHEN SCALES,1,2011-01-14 10:17:00,16.63,,United Kingdom
541950,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-01-24 12:13:00,6.75,15498.0,United Kingdom
542401,22631,CIRCUS PARADE LUNCH BOX ,1,2011-01-27 15:51:00,1.95,14541.0,United Kingdom
541850,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2011-01-23 13:58:00,16.95,14224.0,United Kingdom
540247,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-01-05 15:56:00,1.25,15464.0,United Kingdom
540976,22091,EMPIRE TISSUE BOX,12,2011-01-12 15:00:00,1.25,12652.0,France
541215,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-01-14 13:42:00,1.45,14329.0,United Kingdom
541406,21466,RED FLOWER CROCHET FOOD COVER,1,2011-01-17 15:19:00,3.75,14657.0,United Kingdom
541648,22619,SET OF 6 SOLDIER SKITTLES,1,2011-01-20 11:15:00,3.75,17811.0,United Kingdom
541995,21240,BLUE POLKADOT CUP,8,2011-01-25 09:58:00,0.85,13158.0,United Kingdom
540288,21158,MOODY GIRL DOOR HANGER ,1,2011-01-06 12:45:00,1.45,17634.0,United Kingdom
541421,22345,PARTY PIZZA DISH BLUE POLKADOT,8,2011-01-17 17:44:00,0.42,,United Kingdom
541130,21086,SET/6 RED SPOTTY PAPER CUPS,3,2011-01-14 10:15:00,1.63,,United Kingdom
542255,22960,JAM MAKING SET WITH JARS,1,2011-01-26 16:43:00,8.29,,United Kingdom
542344,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2011-01-27 11:30:00,1.63,,United Kingdom
542103,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-01-25 13:26:00,1.25,13198.0,United Kingdom
540372,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,48,2011-01-06 16:41:00,0.85,13081.0,United Kingdom
540148,22435,SET OF 9 HEART SHAPED BALLOONS,12,2011-01-05 10:58:00,1.25,14189.0,United Kingdom
540813,22746,POPPY'S PLAYHOUSE LIVINGROOM ,3,2011-01-11 12:41:00,2.1,14669.0,United Kingdom
540178,22904,CALENDAR PAPER CUT DESIGN,6,2011-01-05 12:42:00,2.95,12681.0,France
541485,21867,PINK UNION JACK  LUGGAGE TAG,1,2011-01-18 13:05:00,1.25,18118.0,United Kingdom
540980,22241,GARLAND WOODEN HAPPY EASTER,5,2011-01-12 15:22:00,1.25,14514.0,United Kingdom
541999,21355,TOAST ITS - I LOVE YOU ,2,2011-01-25 10:45:00,2.46,,United Kingdom
542507,20798,,5,2011-01-28 12:06:00,0.0,,United Kingdom
541038,21238,RED RETROSPOT CUP,1,2011-01-13 12:10:00,0.85,16395.0,United Kingdom
540026,20735,BLACK MINI TAPE MEASURE ,2,2011-01-04 13:25:00,0.85,,United Kingdom
541104,21219,SET/4 BADGES BALLOON GIRL,1,2011-01-13 14:29:00,0.83,,United Kingdom
541827,84050,PINK HEART SHAPE EGG FRYING PAN,1,2011-01-21 17:05:00,4.13,,United Kingdom
542622,22470,HEART OF WICKER LARGE,1,2011-01-31 09:09:00,5.79,,United Kingdom
542100,84745A,PINK HANGING GINGHAM EASTER HEN,10,2011-01-25 13:15:00,0.42,15339.0,United Kingdom
542717,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-01-31 14:07:00,1.69,17580.0,United Kingdom
540187,16169K,WRAP FOLK ART,25,2011-01-05 13:53:00,0.42,15358.0,United Kingdom
540995,22082,RIBBON REEL STRIPES DESIGN ,1,2011-01-13 09:30:00,3.29,,United Kingdom
541695,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-01-20 18:01:00,0.83,,United Kingdom
542122,21524,DOORMAT SPOTTY HOME SWEET HOME,4,2011-01-25 14:36:00,7.95,17082.0,United Kingdom
540267,20677,PINK POLKADOT BOWL,72,2011-01-06 11:12:00,1.06,12415.0,Australia
542534,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-01-28 13:27:00,4.95,13707.0,United Kingdom
540977,21174,POTTERING IN THE SHED METAL SIGN,1,2011-01-12 15:01:00,4.21,,United Kingdom
541850,85066,CREAM SWEETHEART MINI CHEST,1,2011-01-23 13:58:00,12.75,14224.0,United Kingdom
542719,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-01-31 14:18:00,2.95,17619.0,United Kingdom
542057,21329,DINOSAURS  WRITING SET ,2,2011-01-25 11:57:00,1.65,15967.0,United Kingdom
542543,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-01-28 14:42:00,2.95,13141.0,United Kingdom
541110,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-01-13 15:11:00,4.95,15916.0,United Kingdom
541827,22074,6 RIBBONS SHIMMERING PINKS ,4,2011-01-21 17:05:00,0.83,,United Kingdom
542122,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-01-25 14:36:00,0.55,17082.0,United Kingdom
541855,22508,DOORSTOP RETROSPOT HEART,1,2011-01-23 14:59:00,3.75,13742.0,United Kingdom
541843,21231,SWEETHEART CERAMIC TRINKET BOX,8,2011-01-23 12:08:00,1.25,13659.0,United Kingdom
540859,84836,ZINC METAL HEART DECORATION,4,2011-01-12 10:58:00,1.25,17965.0,United Kingdom
541424,20677,PINK POLKADOT BOWL,2,2011-01-17 17:57:00,2.46,,United Kingdom
540163,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2011-01-05 11:52:00,1.25,13089.0,United Kingdom
541844,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-01-23 12:19:00,2.95,16931.0,United Kingdom
540356,20726,LUNCH BAG WOODLAND,1,2011-01-06 15:12:00,5.06,,United Kingdom
540508,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-01-09 11:20:00,2.1,14810.0,United Kingdom
541421,22629,SPACEBOY LUNCH BOX ,1,2011-01-17 17:44:00,4.13,,United Kingdom
540023,20726,LUNCH BAG WOODLAND,1,2011-01-04 12:58:00,1.65,15039.0,United Kingdom
541262,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-01-16 15:50:00,2.1,18069.0,United Kingdom
540646,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2011-01-10 14:32:00,2.51,,United Kingdom
541262,79321,CHILLI LIGHTS,6,2011-01-16 15:50:00,4.95,18069.0,United Kingdom
541789,22794,SWEETHEART WIRE MAGAZINE RACK,10,2011-01-21 13:07:00,6.75,14088.0,United Kingdom
541974,22561,WOODEN SCHOOL COLOURING SET,1,2011-01-24 14:16:00,1.65,14541.0,United Kingdom
540646,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2011-01-10 14:32:00,0.85,,United Kingdom
541845,22561,WOODEN SCHOOL COLOURING SET,2,2011-01-23 12:41:00,1.65,15167.0,United Kingdom
542600,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-01-30 11:11:00,7.95,16923.0,United Kingdom
540014,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-04 11:34:00,12.75,14606.0,United Kingdom
542266,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2011-01-26 17:37:00,9.95,16918.0,United Kingdom
542192,22274,FELTCRAFT DOLL EMILY,1,2011-01-26 11:27:00,2.95,14049.0,United Kingdom
540968,22196,SMALL HEART MEASURING SPOONS,6,2011-01-12 13:40:00,0.85,17338.0,United Kingdom
541969,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,2011-01-24 13:46:00,1.63,,United Kingdom
540267,22524,CHILDRENS GARDEN GLOVES BLUE,100,2011-01-06 11:12:00,1.06,12415.0,Australia
540418,84913B,MINT GREEN ROSE TOWEL,1,2011-01-07 11:04:00,3.36,,United Kingdom
540533,22380,TOY TIDY SPACEBOY  ,1,2011-01-09 14:12:00,2.1,15005.0,United Kingdom
542434,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48,2011-01-28 10:47:00,0.29,16755.0,United Kingdom
542717,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2011-01-31 14:07:00,0.85,17580.0,United Kingdom
542538,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-01-28 13:54:00,1.65,15079.0,United Kingdom
541129,47566b,TEA TIME PARTY BUNTING,1,2011-01-14 10:14:00,8.29,,United Kingdom
542220,21843,RED RETROSPOT CAKE STAND,3,2011-01-26 12:38:00,10.95,15373.0,United Kingdom
540832,22549,PICTURE DOMINOES,2,2011-01-11 14:42:00,2.46,,United Kingdom
540468,20866,BLUE ROSE FABRIC MIRROR,1,2011-01-07 13:55:00,0.85,,United Kingdom
540418,47585A,PINK FAIRY CAKE CUSHION COVER,10,2011-01-07 11:04:00,4.21,,United Kingdom
542345,22912,YELLOW COAT RACK PARIS FASHION,1,2011-01-27 11:55:00,4.95,15910.0,United Kingdom
541695,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,2,2011-01-20 18:01:00,1.63,,United Kingdom
542080,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-01-25 12:16:00,1.65,13815.0,Germany
542578,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-28 14:57:00,1.25,13709.0,United Kingdom
542105,22189,CREAM HEART CARD HOLDER,3,2011-01-25 13:35:00,3.95,12854.0,United Kingdom
